node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD40	TLR2	9606.ENSP00000361359	9606.ENSP00000260010	0	0	0	0	0.110	0	0	0.904	0.911
CD40	TNFRSF13B	9606.ENSP00000361359	9606.ENSP00000261652	0	0	0	0	0.075	0	0	0.840	0.845
CD40	TNFRSF13C	9606.ENSP00000361359	9606.ENSP00000291232	0	0	0	0	0.104	0	0.500	0.968	0.984
CD40	TLR3	9606.ENSP00000361359	9606.ENSP00000296795	0	0	0	0	0.105	0	0	0.844	0.855
CD40	CD86	9606.ENSP00000361359	9606.ENSP00000332049	0	0	0	0	0.200	0	0	0.986	0.988
CD40	TLR9	9606.ENSP00000361359	9606.ENSP00000353874	0	0	0	0	0.075	0	0	0.839	0.845
CD40	PRDM1	9606.ENSP00000361359	9606.ENSP00000358092	0	0	0	0	0.054	0	0	0.770	0.773
CD40	IRAK1	9606.ENSP00000361359	9606.ENSP00000358997	0	0	0	0	0.042	0.044	0	0.769	0.770
CD40	LYN	9606.ENSP00000361359	9606.ENSP00000428924	0	0	0	0	0.156	0.044	0	0.678	0.717
CD40	IDO1	9606.ENSP00000361359	9606.ENSP00000430950	0	0	0	0	0.162	0	0	0.693	0.731
CD40	TLR7	9606.ENSP00000361359	9606.ENSP00000370034	0	0	0	0	0.160	0	0	0.703	0.740
CD40	ITGAM	9606.ENSP00000361359	9606.ENSP00000496959	0	0	0	0	0.087	0	0	0.773	0.784
CD40	IL4R	9606.ENSP00000361359	9606.ENSP00000379111	0	0	0	0	0.083	0.294	0	0.702	0.790
CD40	IGHV3-16	9606.ENSP00000361359	9606.ENSP00000478725	0	0	0	0	0	0.900	0	0	0.900
CD40	IGHV3-43D	9606.ENSP00000361359	9606.ENSP00000481152	0	0	0	0	0	0.900	0	0.065	0.902
CD40	CD8A	9606.ENSP00000361359	9606.ENSP00000386559	0	0	0	0	0.056	0	0	0.914	0.915
CD40	TLR4	9606.ENSP00000361359	9606.ENSP00000363089	0	0	0	0	0.075	0	0	0.915	0.918
CD40	MYD88	9606.ENSP00000361359	9606.ENSP00000498321	0	0	0	0	0.108	0	0	0.916	0.922
CD40	TNFSF13B	9606.ENSP00000361359	9606.ENSP00000365048	0	0	0	0	0.122	0	0.500	0.915	0.959
CD40	CTLA4	9606.ENSP00000361359	9606.ENSP00000497102	0	0	0	0	0.071	0	0	0.973	0.973
CD40	LOC102723996	9606.ENSP00000361359	9606.ENSP00000485129	0	0	0	0	0	0	0	0.976	0.976
CD40	TRAF3	9606.ENSP00000361359	9606.ENSP00000376500	0	0	0	0	0.122	0.991	0.900	0.992	0.999
CD40	TRAF6	9606.ENSP00000361359	9606.ENSP00000433623	0	0	0	0	0	0.895	0.900	0.996	0.999
CD46	CD81	9606.ENSP00000313875	9606.ENSP00000263645	0	0	0	0	0.044	0.313	0	0.603	0.716
CD46	SERPING1	9606.ENSP00000313875	9606.ENSP00000278407	0	0	0	0	0.044	0	0	0.754	0.755
CD46	CFB	9606.ENSP00000313875	9606.ENSP00000416561	0	0	0	0.573	0.044	0.046	0.500	0.466	0.724
CD46	CR1	9606.ENSP00000313875	9606.ENSP00000356016	0	0	0	0.728	0.069	0	0.500	0.646	0.820
CD46	CD55	9606.ENSP00000313875	9606.ENSP00000356030	0	0	0.166	0.639	0.148	0	0	0.786	0.834
CD46	SLAMF1	9606.ENSP00000313875	9606.ENSP00000438406	0	0	0	0	0.083	0	0	0.966	0.967
CD46	CFI	9606.ENSP00000313875	9606.ENSP00000378131	0	0	0	0	0.060	0.512	0.500	0.923	0.980
CD55	CFP	9606.ENSP00000356030	9606.ENSP00000247153	0	0	0	0	0	0	0	0.708	0.708
CD55	SERPING1	9606.ENSP00000356030	9606.ENSP00000278407	0	0	0	0	0	0	0	0.717	0.717
CD55	CFB	9606.ENSP00000356030	9606.ENSP00000416561	0	0	0	0.566	0.059	0.046	0.500	0.610	0.801
CD6	CD7	9606.ENSP00000323280	9606.ENSP00000312027	0	0	0	0	0.544	0	0	0.752	0.882
CD6	SH2D1A	9606.ENSP00000323280	9606.ENSP00000360181	0	0	0	0	0.508	0	0	0.573	0.781
CD6	CD8A	9606.ENSP00000323280	9606.ENSP00000386559	0	0	0	0	0.371	0.064	0	0.686	0.799
CD6	ITK	9606.ENSP00000323280	9606.ENSP00000398655	0	0	0	0	0.799	0.081	0	0.371	0.874
CD7	CD79A	9606.ENSP00000312027	9606.ENSP00000221972	0	0	0	0	0.173	0	0	0.715	0.754
CD7	LGALS3	9606.ENSP00000312027	9606.ENSP00000254301	0	0	0	0	0	0	0	0.704	0.704
CD7	CD8A	9606.ENSP00000312027	9606.ENSP00000386559	0	0	0	0	0.278	0	0	0.787	0.839
CD7	ITGAM	9606.ENSP00000312027	9606.ENSP00000496959	0	0	0	0	0.113	0	0	0.830	0.842
CD74	ISG15	9606.ENSP00000009530	9606.ENSP00000496832	0	0	0	0	0.309	0.418	0	0.345	0.714
CD74	HLA-E	9606.ENSP00000009530	9606.ENSP00000365817	0	0	0	0	0.325	0	0.540	0.303	0.764
CD74	POLR3B	9606.ENSP00000009530	9606.ENSP00000228347	0.091	0	0	0	0.594	0.333	0	0.204	0.778
CD74	HLA-B	9606.ENSP00000009530	9606.ENSP00000399168	0	0	0	0	0.367	0	0.540	0.370	0.800
CD74	HLA-A	9606.ENSP00000009530	9606.ENSP00000379873	0	0	0	0	0.358	0	0.540	0.400	0.807
CD74	POLR3A	9606.ENSP00000009530	9606.ENSP00000361446	0.102	0	0	0	0.616	0.369	0	0.224	0.808
CD74	HLA-C	9606.ENSP00000009530	9606.ENSP00000365402	0	0	0	0	0.248	0	0.540	0.508	0.815
CD74	HLA-F	9606.ENSP00000009530	9606.ENSP00000259951	0	0	0	0	0.322	0	0.540	0.545	0.845
CD74	HLA-DOA	9606.ENSP00000009530	9606.ENSP00000229829	0	0	0	0	0.488	0.045	0.900	0.395	0.966
CD74	HLA-DQB2	9606.ENSP00000009530	9606.ENSP00000396330	0	0	0	0	0.461	0.543	0.540	0.741	0.966
CD74	HLA-DOB	9606.ENSP00000009530	9606.ENSP00000496848	0	0	0	0	0.368	0.452	0.900	0.367	0.975
CD74	HLA-DPB1	9606.ENSP00000009530	9606.ENSP00000408146	0	0	0	0	0.512	0.566	0.900	0.257	0.982
CD74	HLA-DMB	9606.ENSP00000009530	9606.ENSP00000398890	0	0	0	0	0.599	0.179	0.900	0.544	0.982
CD74	HLA-DRB5	9606.ENSP00000009530	9606.ENSP00000364114	0	0	0	0	0.411	0.506	0.900	0.578	0.986
CD74	HLA-DQA2	9606.ENSP00000009530	9606.ENSP00000364076	0	0	0	0	0.765	0.053	0.900	0.683	0.992
CD74	HLA-DPA1	9606.ENSP00000009530	9606.ENSP00000393566	0	0	0	0	0.811	0.294	0.900	0.587	0.993
CD74	HLA-DMA	9606.ENSP00000009530	9606.ENSP00000363976	0	0	0	0	0.715	0.405	0.900	0.720	0.994
CD74	HLA-DRB1	9606.ENSP00000009530	9606.ENSP00000353099	0	0	0	0	0.552	0.931	0.540	0.708	0.995
CD74	HLA-DQB1	9606.ENSP00000009530	9606.ENSP00000364080	0	0	0	0	0.493	0.973	0.540	0.656	0.997
CD74	MIF	9606.ENSP00000009530	9606.ENSP00000215754	0	0	0	0	0.079	0.292	0.700	0.998	0.999
CD74	HLA-DRA	9606.ENSP00000009530	9606.ENSP00000378786	0	0	0	0	0.852	0.940	0.900	0.664	0.999
CD79A	TNFRSF17	9606.ENSP00000221972	9606.ENSP00000053243	0	0	0	0	0.429	0	0	0.654	0.793
CD79A	ITGAM	9606.ENSP00000221972	9606.ENSP00000496959	0	0	0	0	0.138	0.074	0	0.655	0.701
CD79A	ZAP70	9606.ENSP00000221972	9606.ENSP00000264972	0	0	0	0	0.178	0.045	0	0.664	0.714
CD79A	PIK3CD	9606.ENSP00000221972	9606.ENSP00000366563	0	0	0	0	0.104	0	0.500	0.605	0.807
CD79A	CR2	9606.ENSP00000221972	9606.ENSP00000356024	0	0	0	0	0.363	0	0	0.829	0.886
CD79A	FYN	9606.ENSP00000221972	9606.ENSP00000346671	0	0	0	0	0.056	0.050	0.400	0.890	0.932
CD79A	LOC102723407	9606.ENSP00000221972	9606.ENSP00000478289	0	0	0	0	0.055	0	0.540	0.926	0.965
CD79A	IGHD	9606.ENSP00000221972	9606.ENSP00000478893	0	0	0	0	0.104	0.895	0.540	0.441	0.972
CD79A	SYK	9606.ENSP00000221972	9606.ENSP00000364898	0	0	0	0	0.178	0.294	0.400	0.992	0.996
CD79A	CD79B	9606.ENSP00000221972	9606.ENSP00000376544	0	0	0	0.630	0.797	0.983	0.800	0.992	0.999
CD79A	LYN	9606.ENSP00000221972	9606.ENSP00000428924	0	0	0	0	0.112	0.098	0.900	0.992	0.999
CD79B	CD81	9606.ENSP00000376544	9606.ENSP00000263645	0	0	0	0	0.047	0	0	0.701	0.702
CD79B	ZAP70	9606.ENSP00000376544	9606.ENSP00000264972	0	0	0	0	0.279	0	0	0.731	0.798
CD79B	TNFRSF13C	9606.ENSP00000376544	9606.ENSP00000291232	0	0	0	0	0.478	0	0	0.482	0.718
CD79B	FYN	9606.ENSP00000376544	9606.ENSP00000346671	0	0	0	0	0.074	0	0.400	0.731	0.837
CD79B	CR2	9606.ENSP00000376544	9606.ENSP00000356024	0	0	0	0	0.313	0	0	0.751	0.822
CD79B	SYK	9606.ENSP00000376544	9606.ENSP00000364898	0	0	0	0	0.200	0.292	0.400	0.993	0.997
CD79B	PIK3CD	9606.ENSP00000376544	9606.ENSP00000366563	0	0	0	0	0.109	0	0.500	0.662	0.836
CD79B	LOC102723407	9606.ENSP00000376544	9606.ENSP00000478289	0	0	0	0	0.055	0	0.540	0.891	0.948
CD79B	IGHD	9606.ENSP00000376544	9606.ENSP00000478893	0	0	0	0	0	0.895	0.540	0.330	0.964
CD79B	LYN	9606.ENSP00000376544	9606.ENSP00000428924	0	0	0	0	0.108	0	0.900	0.975	0.997
CD81	LYN	9606.ENSP00000263645	9606.ENSP00000428924	0	0	0	0	0.072	0.050	0	0.689	0.702
CD81	CD8A	9606.ENSP00000263645	9606.ENSP00000386559	0	0	0	0	0.072	0	0	0.961	0.962
CD81	CR2	9606.ENSP00000263645	9606.ENSP00000356024	0	0	0	0	0	0.292	0.500	0.997	0.998
CD81	IFITM1	9606.ENSP00000263645	9606.ENSP00000330825	0	0	0	0	0.121	0.292	0.800	0.994	0.999
CD84	CTLA4	9606.ENSP00000312367	9606.ENSP00000497102	0	0	0	0	0.151	0	0	0.821	0.841
CD84	SH2D1B	9606.ENSP00000312367	9606.ENSP00000356906	0	0	0	0	0.134	0.628	0	0.936	0.977
CD84	SH2D1A	9606.ENSP00000312367	9606.ENSP00000360181	0	0	0	0	0.124	0.792	0	0.948	0.989
CD86	LAG3	9606.ENSP00000332049	9606.ENSP00000203629	0	0	0	0	0.067	0	0	0.979	0.979
CD86	IL2	9606.ENSP00000332049	9606.ENSP00000226730	0	0	0	0	0	0	0	0.879	0.879
CD86	KLRK1	9606.ENSP00000332049	9606.ENSP00000240618	0	0	0	0	0.143	0	0	0.770	0.795
CD86	TLR2	9606.ENSP00000332049	9606.ENSP00000260010	0	0	0	0	0.235	0	0	0.756	0.805
CD86	FCGR2A	9606.ENSP00000332049	9606.ENSP00000271450	0	0	0	0	0.222	0	0	0.739	0.788
CD86	CSF1R	9606.ENSP00000332049	9606.ENSP00000286301	0	0	0	0	0.321	0	0	0.626	0.735
CD86	HAVCR2	9606.ENSP00000332049	9606.ENSP00000312002	0	0	0	0	0.201	0	0	0.965	0.971
CD86	TLR8	9606.ENSP00000332049	9606.ENSP00000312082	0	0	0	0	0.401	0	0	0.728	0.830
CD86	CSF1	9606.ENSP00000332049	9606.ENSP00000327513	0	0	0	0	0.086	0	0.400	0.761	0.857
CD86	HLA-DRB1	9606.ENSP00000332049	9606.ENSP00000353099	0	0	0	0	0.265	0	0	0.611	0.702
CD86	IDO2	9606.ENSP00000332049	9606.ENSP00000443432	0	0	0	0	0.074	0	0	0.693	0.703
CD86	HLA-DPA1	9606.ENSP00000332049	9606.ENSP00000393566	0	0	0	0	0.338	0	0	0.584	0.712
CD86	HLA-DRA	9606.ENSP00000332049	9606.ENSP00000378786	0	0	0	0	0.354	0	0	0.576	0.714
CD86	TLR6	9606.ENSP00000332049	9606.ENSP00000389600	0	0	0	0	0.117	0	0	0.692	0.716
CD86	TLR1	9606.ENSP00000332049	9606.ENSP00000354932	0	0	0	0	0.283	0	0	0.626	0.720
CD86	FCGR1A	9606.ENSP00000332049	9606.ENSP00000358165	0	0	0	0	0.240	0	0	0.678	0.745
CD86	VTCN1	9606.ENSP00000332049	9606.ENSP00000358470	0	0	0	0	0.051	0	0	0.742	0.745
CD86	TLR9	9606.ENSP00000332049	9606.ENSP00000353874	0	0	0	0	0.100	0	0	0.730	0.747
CD86	LGALS9	9606.ENSP00000332049	9606.ENSP00000378856	0	0	0	0	0.188	0	0	0.724	0.766
CD86	MYD88	9606.ENSP00000332049	9606.ENSP00000498321	0	0	0	0	0.117	0	0	0.761	0.780
CD86	IDO1	9606.ENSP00000332049	9606.ENSP00000430950	0	0	0	0	0.141	0	0	0.762	0.786
CD86	LILRB4	9606.ENSP00000332049	9606.ENSP00000375616	0	0	0	0	0.254	0	0	0.752	0.807
CD86	TLR7	9606.ENSP00000332049	9606.ENSP00000370034	0	0	0	0	0.355	0	0	0.726	0.816
CD86	LY86	9606.ENSP00000332049	9606.ENSP00000369286	0	0	0	0	0.784	0	0	0.206	0.821
CD86	MARCHF1	9606.ENSP00000332049	9606.ENSP00000427223	0	0	0	0	0.288	0.292	0	0.705	0.838
CD86	TLR4	9606.ENSP00000332049	9606.ENSP00000363089	0	0	0	0	0.230	0	0	0.802	0.841
CD86	LILRB2	9606.ENSP00000332049	9606.ENSP00000375629	0	0	0	0	0.401	0	0	0.797	0.873
CD86	ITGAM	9606.ENSP00000332049	9606.ENSP00000496959	0	0	0	0	0.332	0	0	0.875	0.913
CD86	CD8A	9606.ENSP00000332049	9606.ENSP00000386559	0	0	0	0	0.164	0	0	0.923	0.933
CD86	PDCD1LG2	9606.ENSP00000332049	9606.ENSP00000380855	0	0	0	0	0.124	0	0	0.970	0.972
CD86	PDCD1	9606.ENSP00000332049	9606.ENSP00000335062	0	0	0	0	0.121	0	0	0.996	0.996
CD86	CTLA4	9606.ENSP00000332049	9606.ENSP00000497102	0	0	0	0	0.124	0.971	0.900	0.999	0.999
CD8A	LAG3	9606.ENSP00000386559	9606.ENSP00000203629	0	0	0	0	0.441	0.064	0	0.907	0.947
CD8A	IL2	9606.ENSP00000386559	9606.ENSP00000226730	0	0	0	0	0.056	0	0	0.971	0.971
CD8A	CRTAM	9606.ENSP00000386559	9606.ENSP00000227348	0	0	0	0	0.358	0	0	0.634	0.755
CD8A	KLRK1	9606.ENSP00000386559	9606.ENSP00000240618	0	0	0	0	0.544	0	0	0.888	0.946
CD8A	MICB	9606.ENSP00000386559	9606.ENSP00000252229	0	0	0	0	0.069	0	0	0.872	0.875
CD8A	HLA-F	9606.ENSP00000386559	9606.ENSP00000259951	0	0	0	0	0.160	0	0.900	0.431	0.948
CD8A	TLR2	9606.ENSP00000386559	9606.ENSP00000260010	0	0	0	0	0.139	0	0	0.720	0.748
CD8A	ZAP70	9606.ENSP00000386559	9606.ENSP00000264972	0	0	0	0	0.363	0.045	0.900	0.888	0.992
CD8A	KLRG1	9606.ENSP00000386559	9606.ENSP00000266551	0	0	0	0	0.372	0	0	0.788	0.861
CD8A	FCGR2A	9606.ENSP00000386559	9606.ENSP00000271450	0	0	0	0	0.084	0	0	0.770	0.780
CD8A	CSF1R	9606.ENSP00000386559	9606.ENSP00000286301	0	0	0	0	0.193	0	0	0.693	0.741
CD8A	TRAT1	9606.ENSP00000386559	9606.ENSP00000295756	0	0	0	0	0.298	0	0.900	0.325	0.948
CD8A	TLR3	9606.ENSP00000386559	9606.ENSP00000296795	0	0	0	0	0.100	0	0	0.728	0.745
CD8A	CLEC7A	9606.ENSP00000386559	9606.ENSP00000302569	0	0	0	0	0.095	0	0	0.727	0.742
CD8A	HAVCR2	9606.ENSP00000386559	9606.ENSP00000312002	0	0	0	0	0.144	0.064	0	0.877	0.892
CD8A	TLR8	9606.ENSP00000386559	9606.ENSP00000312082	0	0	0	0	0.165	0	0	0.743	0.776
CD8A	LILRB1	9606.ENSP00000386559	9606.ENSP00000315997	0	0	0	0	0.102	0	0	0.736	0.752
CD8A	PDCD1	9606.ENSP00000386559	9606.ENSP00000335062	0	0	0	0	0.174	0	0	0.929	0.938
CD8A	FYN	9606.ENSP00000386559	9606.ENSP00000346671	0	0	0	0	0.137	0.056	0	0.960	0.964
CD8A	RAET1E	9606.ENSP00000386559	9606.ENSP00000349709	0	0	0	0	0.057	0	0	0.714	0.718
CD8A	PTPN22	9606.ENSP00000386559	9606.ENSP00000352833	0	0	0	0	0.208	0	0	0.891	0.910
CD8A	HLA-DRB1	9606.ENSP00000386559	9606.ENSP00000353099	0	0	0	0	0.139	0	0	0.761	0.785
CD8A	TLR9	9606.ENSP00000386559	9606.ENSP00000353874	0	0	0	0	0.066	0	0	0.846	0.850
CD8A	TLR1	9606.ENSP00000386559	9606.ENSP00000354932	0	0	0	0	0.136	0	0	0.722	0.749
CD8A	CR2	9606.ENSP00000386559	9606.ENSP00000356024	0	0	0	0	0.078	0	0	0.765	0.774
CD8A	SLAMF6	9606.ENSP00000386559	9606.ENSP00000357036	0	0	0	0	0.242	0	0	0.677	0.745
CD8A	SH2D1A	9606.ENSP00000386559	9606.ENSP00000360181	0	0	0	0	0.478	0	0	0.542	0.750
CD8A	SRC	9606.ENSP00000386559	9606.ENSP00000362680	0	0	0	0	0.067	0.064	0	0.721	0.735
CD8A	TLR4	9606.ENSP00000386559	9606.ENSP00000363089	0	0	0	0	0.093	0	0	0.839	0.847
CD8A	HLA-DQB1	9606.ENSP00000386559	9606.ENSP00000364080	0	0	0	0	0.167	0	0	0.682	0.724
CD8A	SYK	9606.ENSP00000386559	9606.ENSP00000364898	0	0	0	0	0.138	0.045	0.900	0.575	0.960
CD8A	TNFSF13B	9606.ENSP00000386559	9606.ENSP00000365048	0	0	0	0	0.134	0	0	0.752	0.776
CD8A	HLA-C	9606.ENSP00000386559	9606.ENSP00000365402	0	0	0	0	0.080	0.585	0.900	0.873	0.994
CD8A	HLA-E	9606.ENSP00000386559	9606.ENSP00000365817	0	0	0	0	0.107	0.438	0.900	0.986	0.999
CD8A	HLA-G	9606.ENSP00000386559	9606.ENSP00000366024	0	0	0	0	0.102	0.510	0.900	0.961	0.998
CD8A	GATA3	9606.ENSP00000386559	9606.ENSP00000368632	0	0	0	0	0.118	0	0	0.723	0.745
CD8A	IL2RA	9606.ENSP00000386559	9606.ENSP00000369293	0	0	0	0	0.221	0	0	0.930	0.943
CD8A	TLR7	9606.ENSP00000386559	9606.ENSP00000370034	0	0	0	0	0.097	0	0	0.769	0.782
CD8A	LILRB2	9606.ENSP00000386559	9606.ENSP00000375629	0	0	0	0	0.210	0.064	0	0.650	0.718
CD8A	LGALS9	9606.ENSP00000386559	9606.ENSP00000378856	0	0	0	0	0.084	0	0	0.799	0.808
CD8A	IL4R	9606.ENSP00000386559	9606.ENSP00000379111	0	0	0	0	0.064	0.045	0	0.710	0.718
CD8A	HLA-A	9606.ENSP00000386559	9606.ENSP00000379873	0	0	0	0	0.105	0.976	0.900	0.966	0.999
CD8A	IRF7	9606.ENSP00000386559	9606.ENSP00000380697	0	0	0	0	0.081	0	0	0.711	0.723
CD8A	PDCD1LG2	9606.ENSP00000386559	9606.ENSP00000380855	0	0	0	0	0.104	0	0	0.904	0.910
CD8A	ZNF683	9606.ENSP00000386559	9606.ENSP00000388792	0	0	0	0	0.435	0	0	0.507	0.709
CD8A	IDO2	9606.ENSP00000386559	9606.ENSP00000443432	0	0	0	0	0.047	0	0	0.720	0.721
CD8A	SLAMF1	9606.ENSP00000386559	9606.ENSP00000438406	0	0	0	0	0.195	0	0	0.668	0.721
CD8A	LOC102723996	9606.ENSP00000386559	9606.ENSP00000485129	0	0	0	0	0	0	0	0.760	0.760
CD8A	ITK	9606.ENSP00000386559	9606.ENSP00000398655	0	0	0	0	0.487	0.045	0	0.581	0.776
CD8A	IDO1	9606.ENSP00000386559	9606.ENSP00000430950	0	0	0	0	0.099	0	0	0.801	0.813
CD8A	EOMES	9606.ENSP00000386559	9606.ENSP00000388620	0	0	0	0	0.514	0	0	0.843	0.920
CD8A	ITGAM	9606.ENSP00000386559	9606.ENSP00000496959	0	0	0	0	0.154	0	0	0.932	0.940
CD8A	CTLA4	9606.ENSP00000386559	9606.ENSP00000497102	0	0	0	0	0.182	0	0	0.930	0.940
CD8A	MYD88	9606.ENSP00000386559	9606.ENSP00000498321	0	0	0	0	0.065	0	0	0.940	0.942
CD8A	MR1	9606.ENSP00000386559	9606.ENSP00000477563	0	0	0	0	0.056	0.941	0	0.189	0.951
CD8A	CD8B2	9606.ENSP00000386559	9606.ENSP00000496416	0	0	0	0	0.244	0.618	0.900	0.453	0.982
CD8A	HLA-B	9606.ENSP00000386559	9606.ENSP00000399168	0	0	0	0	0.107	0.585	0.900	0.909	0.996
CD8B2	HLA-F	9606.ENSP00000496416	9606.ENSP00000259951	0	0	0	0	0.056	0	0.900	0	0.901
CD8B2	ZAP70	9606.ENSP00000496416	9606.ENSP00000264972	0	0	0	0	0.109	0	0.900	0	0.907
CD8B2	HLA-C	9606.ENSP00000496416	9606.ENSP00000365402	0	0	0	0	0	0.253	0.900	0	0.922
CD8B2	HLA-E	9606.ENSP00000496416	9606.ENSP00000365817	0	0	0	0	0	0.253	0.900	0	0.922
CD8B2	HLA-G	9606.ENSP00000496416	9606.ENSP00000366024	0	0	0	0	0.056	0	0.900	0	0.901
CD8B2	HLA-A	9606.ENSP00000496416	9606.ENSP00000379873	0	0	0	0	0	0.253	0.900	0	0.922
CD8B2	HLA-B	9606.ENSP00000496416	9606.ENSP00000399168	0	0	0	0	0	0.253	0.900	0.055	0.923
CFB	CFP	9606.ENSP00000416561	9606.ENSP00000247153	0	0	0	0	0.110	0.932	0	0.890	0.992
CFB	SERPING1	9606.ENSP00000416561	9606.ENSP00000278407	0	0	0	0	0.308	0.045	0	0.833	0.880
CFB	CR1	9606.ENSP00000416561	9606.ENSP00000356016	0	0	0	0	0.068	0.046	0.500	0.595	0.795
CFB	CFH	9606.ENSP00000416561	9606.ENSP00000356399	0	0	0	0.550	0.185	0.236	0.900	0.460	0.961
CFB	CFI	9606.ENSP00000416561	9606.ENSP00000378131	0	0	0	0	0.220	0	0.500	0.931	0.970
CFB	CFD	9606.ENSP00000416561	9606.ENSP00000468253	0	0	0	0.601	0	0.900	0.900	0.810	0.997
CFD	CFP	9606.ENSP00000468253	9606.ENSP00000247153	0	0	0	0	0.215	0.125	0	0.793	0.845
CFH	CFP	9606.ENSP00000356399	9606.ENSP00000247153	0	0	0	0	0.042	0	0	0.873	0.873
CFH	FCN3	9606.ENSP00000356399	9606.ENSP00000270879	0	0	0	0	0.080	0	0.540	0.455	0.749
CFH	SERPING1	9606.ENSP00000356399	9606.ENSP00000278407	0	0	0	0	0.209	0	0	0.664	0.722
CFH	FCN2	9606.ENSP00000356399	9606.ENSP00000291744	0	0	0	0	0.055	0	0.540	0.438	0.734
CFH	HP	9606.ENSP00000356399	9606.ENSP00000348170	0	0	0	0	0.088	0	0	0.713	0.727
CFH	FCN1	9606.ENSP00000356399	9606.ENSP00000360871	0	0	0	0	0.055	0	0.540	0.419	0.725
CFH	MASP2	9606.ENSP00000356399	9606.ENSP00000383690	0	0	0	0	0.099	0	0.540	0.505	0.776
CFH	MBL2	9606.ENSP00000356399	9606.ENSP00000363079	0	0	0	0	0.188	0.095	0.540	0.580	0.839
CFH	CFI	9606.ENSP00000356399	9606.ENSP00000378131	0	0	0	0	0.265	0.983	0.540	0.981	0.999
CFI	CFP	9606.ENSP00000378131	9606.ENSP00000247153	0	0	0	0	0.093	0.125	0	0.694	0.736
CFI	FCN3	9606.ENSP00000378131	9606.ENSP00000270879	0	0	0	0	0.104	0	0.540	0.330	0.700
CFI	CR1	9606.ENSP00000378131	9606.ENSP00000356016	0	0	0	0	0.074	0.046	0.700	0.686	0.905
CFI	MBL2	9606.ENSP00000378131	9606.ENSP00000363079	0	0	0	0	0.160	0.046	0.540	0.547	0.811
CFP	MASP2	9606.ENSP00000247153	9606.ENSP00000383690	0	0	0	0	0.060	0.125	0	0.672	0.707
CFP	CLU	9606.ENSP00000247153	9606.ENSP00000315130	0	0	0	0	0.060	0.292	0	0.610	0.717
CFP	SERPING1	9606.ENSP00000247153	9606.ENSP00000278407	0	0	0	0	0.061	0	0	0.770	0.774
CFP	MBL2	9606.ENSP00000247153	9606.ENSP00000363079	0	0	0	0	0.058	0	0	0.776	0.780
CFP	FCN1	9606.ENSP00000247153	9606.ENSP00000360871	0	0	0	0	0.522	0.091	0	0.595	0.809
CGAS	OASL	9606.ENSP00000359339	9606.ENSP00000257570	0	0	0	0	0.084	0.080	0	0.677	0.704
CGAS	NONO	9606.ENSP00000359339	9606.ENSP00000276079	0	0	0	0	0.056	0	0	0.834	0.836
CGAS	TLR3	9606.ENSP00000359339	9606.ENSP00000296795	0	0	0	0	0	0	0	0.711	0.711
CGAS	TRIM56	9606.ENSP00000359339	9606.ENSP00000305161	0	0	0	0	0.057	0.292	0	0.593	0.704
CGAS	TBK1	9606.ENSP00000359339	9606.ENSP00000329967	0	0	0	0	0.054	0	0	0.921	0.922
CGAS	NLRP3	9606.ENSP00000359339	9606.ENSP00000337383	0	0	0	0	0.067	0	0	0.715	0.722
CGAS	TLR9	9606.ENSP00000359339	9606.ENSP00000353874	0	0	0	0	0	0	0	0.812	0.812
CGAS	IFI16	9606.ENSP00000359339	9606.ENSP00000357113	0	0	0	0	0.060	0.326	0	0.885	0.921
CGAS	IRF7	9606.ENSP00000359339	9606.ENSP00000380697	0	0	0	0	0.060	0	0	0.706	0.711
CGAS	PQBP1	9606.ENSP00000359339	9606.ENSP00000498362	0	0	0	0	0.056	0	0	0.764	0.768
CGAS	TLR7	9606.ENSP00000359339	9606.ENSP00000370034	0	0	0	0	0.060	0	0	0.781	0.785
CGAS	MAVS	9606.ENSP00000359339	9606.ENSP00000401980	0	0	0	0	0.042	0	0	0.802	0.803
CGAS	G3BP1	9606.ENSP00000359339	9606.ENSP00000377681	0	0	0	0	0.062	0	0	0.809	0.813
CGAS	IFIH1	9606.ENSP00000359339	9606.ENSP00000497271	0	0	0	0	0.118	0	0	0.856	0.867
CGAS	IRF3	9606.ENSP00000359339	9606.ENSP00000471896	0	0	0	0	0.055	0	0	0.891	0.892
CGAS	DDX58	9606.ENSP00000359339	9606.ENSP00000369213	0	0	0	0	0.067	0	0	0.897	0.899
CGAS	STING1	9606.ENSP00000359339	9606.ENSP00000498596	0	0	0	0	0.050	0.292	0.900	0.893	0.991
CLEC4A	TLR2	9606.ENSP00000229332	9606.ENSP00000260010	0	0	0	0	0.321	0.045	0	0.591	0.711
CLEC4A	TLR8	9606.ENSP00000229332	9606.ENSP00000312082	0	0	0	0	0.519	0.045	0	0.433	0.717
CLEC4C	FCER1G	9606.ENSP00000440428	9606.ENSP00000289902	0	0	0	0	0.063	0.292	0.700	0.618	0.913
CLEC4C	LILRA4	9606.ENSP00000440428	9606.ENSP00000291759	0	0	0	0	0.300	0	0	0.778	0.837
CLEC4D	FCER1G	9606.ENSP00000299665	9606.ENSP00000289902	0	0	0	0	0.176	0	0.900	0.851	0.986
